ID,IV
498,NA
375,4.96932231517985
190,6.52304187826441
240,5.80500131032915
546,4.41478116763384
325,4.51131601283989
82,4.82684521861742
126,5.25530281076737
552,2.81839499078148
440,5.09288268581948
272,3.77801513740077
395,3.42326609062859
16,NA
101,5.0146225169966
88,NA
386,4.53051586496135
563,NA
162,6.21881232717225
537,5.24322000927324
536,4.21172635627647
284,5.42296394988991
159,5.24280557050853
135,2.43021859258433
564,3.700727785864
412,NA
493,5.51006249301992
104,4.25185873603452
531,5.68649324502735
264,4.75625536278505
222,3.25808192922351
369,3.49792729217269
227,3.94791623593935
551,5.0915349449018
236,NA
69,6.66176311732787
114,NA
400,3.39203091741528
404,3.5648364242199
213,4.80874939407693
193,6.95686045976507
138,5.65850128962923
363,4.09150094755206
239,5.02828625821364
466,4.37970525045788
232,5.05285552839329
459,3.29570714048944
313,4.83885712595155
342,3.58034322073952
418,7.38695077881296
463,3.95223929788833
220,4.46047855679362
85,5.30282065268626
453,4.98490044235391
145,5.01769677941837
33,4.45034118894178
439,4.4224701722288
169,6.09948325530553
446,4.26755891370532
202,4.31017944458771
366,6.53707532199686
261,5.8419246794837
75,3.78027422332027
391,6.41021554511014
160,5.01464129679144
20,5.10545442107142
3,NA
182,5.75981746677682
527,6.91048958852203
481,3.79319038866743
435,5.85726653115063
46,7.39114263062494
267,4.28249652741159
281,6.55539304994745
556,3.06467872300894
499,5.0613275266395
520,4.87672204023028
113,5.25240171347537
41,5.43857914649004
326,5.24457349765418
2,5.44646844655327
251,5.9094201354557
347,4.40944660458887
490,5.94110752520721
360,6.2909044307288
68,4.22478211884407
405,5.31643265630857
119,4.16623588407016
250,4.09596146074944
355,6.42880991695795
152,3.85166833747893
471,NA
483,4.49880990513758
474,NA
83,NA
456,5.67369137563644
457,6.73243009002218
431,5.82311248703684
298,4.55690226991341
58,5.21742405691261
242,4.50316737979581
39,4.18886217189339
43,1.9825189961968
288,3.39623230911763
4,5.83763176833718
186,5.42252805670511
535,6.36434221755209
115,5.02919441208803
549,4.17058181964431
478,6.10958124584916
497,6.59354527781138
180,6.18771306092567
60,3.49262769064816
223,3.25586250317165
462,4.93010845478046
256,6.0495581372206
212,NA
476,4.35298393648156
475,4.47936064669813
128,NA
279,NA
84,6.54059883887896
383,6.66258118307637
316,3.65407679243871
156,4.15480746849298
200,6.00344087466615
139,5.72599979392923
51,5.1671194105537
487,NA
541,3.08449416686962
50,6.15775438427821
270,3.59198075164382
170,3.84645063079212
336,5.37683446527441
247,4.37124632848596
319,3.41129176502792
131,6.15843483991922
57,3.77059589303084
560,NA
218,5.17108932142431
100,5.39587566961383
327,4.40687527658391
98,4.71420476453383
407,4.18478015647353
32,5.5841295364995
374,4.33525568971844
99,5.48358894198216
23,4.66348953415694
123,4.4208936556007
153,4.53950213545925
258,5.76957893490449
165,NA
204,6.23672323108871
230,5.96683194658903
488,7.27029245601687
7,NA
269,4.67782044583836
171,5.10973682073149
317,2.94782519727948
285,3.60102351346764
388,3.38635519008043
532,4.26616491310239
530,5.34750933622832
340,NA
47,5.35877702816397
154,4.57868154269127
164,4.54352404553969
465,4.22906743597535
173,4.73041845536318
348,5.48289451759387
397,5.64740219106179
506,5.96480649570733
151,NA
318,NA
416,5.33903384770519
492,5.0554738185462
322,5.11318806004235
215,NA
38,4.15846279927689
423,4.69176866643148
359,3.35795482664041
111,4.34333759101673
543,3.99008232114812
401,5.22097019206806
172,2.60697192391272
87,4.89214584961712
464,NA
147,5.4233283747738
349,5.19047267327656
74,NA
376,5.04179546170077
433,NA
301,4.30045194028756
337,NA
504,4.62991789155926
513,5.876669104803
149,4.97094789563822
299,4.33308085165073
271,4.05320849815025
352,NA
384,NA
409,5.02988187269852
380,6.22912172642635
295,7.44149517175534
78,4.87429257554781
80,NA
184,4.46309064412441
246,5.46926759161834
22,7.67391531500422
430,4.77739773015498
501,4.8779403675185
479,7.43930645664266
248,5.39928335391542
495,3.44513029826597
14,6.54207592432289
206,NA
438,4.686797397328
561,4.43578498340858
554,4.27031061635566
445,3.99245561814346
300,NA
209,6.04649489636761
183,7.43744419537519
414,NA
234,4.47126693142561
378,4.54319659158764
547,NA
255,4.74218553703785
26,NA
243,6.51643707388857
260,5.68670891019958
293,4.88423754112496
484,5.52779744206211
275,4.16979016754581
65,4.03597638504604
263,6.27872594076698
219,5.80021772818643
201,5.74849861883489
235,4.7875655462797
249,NA
428,5.46046628877344
63,4.24156718016891
216,NA
341,6.05406560216021
233,6.42814618791164
205,NA
118,4.47853303496251
102,4.87814262548735
534,4.1530703185246
306,4.26338969375128
24,4.58587843686527
472,5.25785533782221
132,5.12238072382404
17,6.00024076394091
356,6.13204452879883
27,5.2124343308897
312,5.71140709152824
166,4.57164823876352
335,4.74125614726479
467,5.12163679524851
211,5.45519385835691
515,NA
277,4.87409072405867
422,4.2473410805655
72,3.81879822221811
19,4.87804009436561
524,4.72801482752547
304,4.5409883482511
129,NA
368,NA
533,4.82003539244246
276,5.42660444060437
323,5.76776861597376
403,5.75466221191568
468,3.91934989546692
503,4.84296011320061
538,5.9338981292276
296,4.74043494895676
389,5.98060664198393
278,3.87523389151773
451,4.2189102021173
321,4.20350099741261
402,NA
86,5.59734456227628
367,3.73952172151154
442,3.16566065606708
482,5.51662380695207
36,NA
548,5.00474005939185
449,NA
77,5.38137626493358
518,6.64355377859902
415,4.56037400781019
238,5.30230434847925
393,4.29137324713632
357,NA
122,4.31866442993783
362,4.54418113113391
315,5.07824144782477
500,4.12426544427064
48,6.43831803761815
254,NA
509,4.51570891108019
283,4.56951838842978
512,6.70115717345085
314,4.63450722668082
382,5.43899728001413
144,4.14540328006146
511,NA
66,5.76611310657004
542,5.66424042996317
49,4.51840296493387
421,3.85197187743866
452,4.7629881757719
265,NA
44,5.35925654744532
510,5.55113110377835
30,NA
432,4.20077373974143
458,5.17691864345251
245,4.97939397972996
187,NA
539,5.60625434125434
486,5.064394754723
343,NA
89,4.94251395055685
411,4.22751372619258
339,7.73034918365587
274,6.49330122308337
485,4.73584673074645
308,5.82899689687115
491,4.60287673860578
199,3.20575593395117
398,2.93874039345951
345,5.1510023505983
116,3.13485987816188
436,6.90108425022784
559,NA
525,6.73732416603184
514,6.58151558858052
320,6.26489680224526
157,4.3740916600191
15,5.08272919971006
443,6.37564405966264
461,5.47796517540986
217,3.43381052579927
444,4.0206093034234
130,5.91119653934633
419,4.50216049726991
225,5.19041127517696
545,5.80072285973613
350,4.79777413139811
56,5.69844454235561
167,NA
178,6.31270172832272
364,4.59668307310308
136,6.77694270813698
55,5.2949526841292
470,5.15357384633688
387,5.44003051864927
150,6.65118536769466
286,4.25077262923168
196,2.36134874725469
93,5.80570770797414
124,4.96372936808437
330,5.06083392714205
71,2.35175740007725
9,5.03332454318845
103,5.91923896752185
64,NA
203,5.73377302539185
517,5.66869961562369
34,4.54295744583724
10,4.90927557216079
448,4.04053631039239
52,5.66540762803325
494,4.61724582356921
140,4.4907646312359
37,NA
163,4.84996617167556
307,4.74026322244122
143,4.19615297280674
396,4.15544350239377
424,5.53893089755246
544,3.89961964526088
454,3.48292648775242
12,5.64133000904225
333,4.52688169655864
194,5.43597157886102
1,4.35937952156284
81,2.93500780454309
294,3.74259323312498
62,5.4084784439386
441,4.75967702550895
45,NA
413,5.50664628789781
107,5.05033789839462
221,6.74057178143059
96,5.27282844227605
290,4.96295996794437
385,5.29122500171929
185,4.82441476097891
328,5.9287301466917
496,4.54700180307088
195,5.87666793351041
565,6.12365844283744
28,3.86955050684059
257,5.78823628698304
332,4.11172110588672
489,5.22562484369333
425,6.06648014480301
289,5.73025570102335
95,3.97209839040926
310,NA
188,5.41214157815231
338,7.05590049623414
353,3.64920281044137
302,NA
142,5.48575574754374
192,5.42684118924629
158,5.54060642064601
92,4.51504699154453
191,6.04773277725084
175,3.42034316683694
31,4.71661091942574
406,6.16253570936122
292,3.71480128061967
523,2.3419610597467
351,6.59874532130196
106,7.66072674983078
372,5.13654437344426
329,NA
125,NA
231,4.1106733620928
208,4.73801463385622
210,4.08555060792402
567,6.31061155540702
214,5.66316182794339
365,4.93891613291063
189,6.98982757435036
282,5.04993337627467
450,5.03751273639618
121,5.09519179645592
97,6.33685954372562
