ID,DV
235,33.6269608182625
24,48.0332755617609
103,46.8783939433542
313,44.7232295044412
43,32.1681601385203
109,44.029810839114
255,34.302589080086
388,39.5026900183686
105,43.7074689747284
432,47.6899859027655
418,44.9070765034536
334,37.1105997340609
140,48.4034171945174
225,60.0711123980301
130,41.3498584476768
234,39.9487731284542
34,39.4973076975372
99,NA
113,35.4905571842364
254,36.5562843405749
455,49.6296869111778
55,27.3552817761163
200,42.68445548341
450,57.1700302383826
397,51.2150428659384
181,33.8524063241113
38,44.895206757473
337,43.207541326733
509,33.6923921332126
229,38.6779693116586
236,26.2718624315248
240,44.5865566129491
154,35.8743978643815
170,34.824845563067
167,39.5422144158048
115,32.2291050991383
36,NA
253,37.5536263351534
372,33.8781554640298
265,40.7636971386495
461,54.1387186816729
193,44.207221414735
454,52.0036256201987
525,36.7234205408541
471,45.4061891028125
208,34.683276272737
111,43.31944726811
364,49.8128436766137
29,39.83087600614
499,36.334162280964
323,43.4379581321523
157,35.7098600363176
414,39.0919994618967
448,43.5568591332304
97,44.3681560978847
197,44.2529638139894
152,44.5688927797086
49,41.9471669425144
309,27.0617482298359
35,29.7910393104165
262,NA
261,39.4352383096673
6,41.4172042952027
398,NA
532,35.4051011006948
472,40.3248998954691
4,39.5175763617885
300,35.0208336494299
233,50.9872315143336
519,29.4076260235964
304,39.1536739454939
44,NA
483,36.9745799593628
444,30.5031120646908
101,31.5203752260386
354,45.7390955607088
390,46.1452324673879
125,NA
180,43.6675175452604
328,53.3340421828168
343,41.2658168385168
367,41.9773936562751
133,NA
429,45.3537473306692
144,33.0218699449652
374,28.2642534664554
217,43.8863588770288
308,46.6437401959726
258,45.0628750120587
332,46.9813862807114
39,36.9200533654985
312,44.0707185780542
340,NA
434,45.0452147922816
95,38.5851321242688
76,32.1780304713136
87,32.9128230436523
355,41.5101998940188
7,39.927870519094
306,47.4060841565188
495,38.8749991712157
205,NA
189,44.4853442900586
496,36.5339846332979
293,52.6663447630471
91,49.114571772037
220,39.1087258210817
98,37.1291319498282
252,40.6814106611646
171,42.3153887900576
68,37.6994707126649
475,52.7236053895525
145,43.3230746094558
485,NA
335,41.4452296332488
215,45.5473813189185
166,39.9667324229096
131,48.9115603381497
389,NA
484,37.6836847843776
196,42.8152922148427
164,39.8725370140098
305,34.5404469639866
126,36.7632044411971
501,38.2827226134876
81,NA
8,44.623817089821
331,42.4507526117856
424,NA
26,60.3906124359651
93,43.7664059343627
520,40.7958226775767
344,39.9079221383928
53,41.8165446741359
238,46.9937294510249
191,38.8572607048438
439,45.0059966804705
516,35.6067492495224
17,41.002190626964
46,41.5735481797037
136,NA
442,42.8186059214448
84,45.5964523881528
190,51.6329745409722
201,42.0096679791309
373,44.1486568398595
268,41.2143586423146
379,24.1241986090963
175,40.6987261644334
514,38.3367477670386
14,42.6942495829033
203,41.8584365451829
270,31.6644008902428
330,37.5605434968569
399,37.3978425958474
19,NA
52,37.3120093323388
47,33.9560479629282
231,NA
348,38.4809901256137
494,34.59079445049
435,35.1956718948981
303,39.4160246400697
352,32.8976436201416
177,33.3865734418582
178,33.9148774950031
172,NA
204,30.3658675599411
457,37.1888099407435
41,42.7971090925636
523,34.8479667305123
244,51.5538611425347
515,43.7481507652676
243,36.2654295876304
441,49.7679061456499
119,41.3539576942546
476,38.5496339108965
161,48.2470861425076
159,48.7032692486826
316,34.1875028669549
138,46.3735510791758
127,NA
224,47.2655846242858
226,NA
524,39.8056865806853
480,41.273564119817
402,52.848376433679
504,31.6072728828157
45,41.9313742943468
168,42.5433055667656
321,44.1789812367283
241,40.2976827139693
416,NA
401,47.1184260036488
500,43.111331719047
307,48.2740532067982
221,48.9400541916525
358,38.6184115528058
27,50.0876317800948
342,57.8602011375996
349,27.020241579769
463,43.0274267669333
527,44.6945765801105
187,40.9877441467202
246,41.4594433646145
425,37.6770110841128
218,37.9428320156154
155,42.3571575031768
302,35.1242808831774
100,47.0395381355906
194,39.0619196815416
11,NA
85,40.3265390889029
329,44.87840776792
165,33.7310128349687
357,45.2586427272231
445,51.1392179126681
57,55.5552422926252
10,53.3487089882552
266,36.21186598915
174,43.8157844893063
74,37.774074135979
477,42.6966931849409
460,41.719361880233
498,46.0599624107883
269,42.9833160264601
96,42.627003648686
377,NA
426,50.1463058134918
61,49.237050901006
462,35.4976361817076
264,36.2572141256087
259,40.0273436056205
82,43.2055717444019
121,46.6439267758065
281,37.9479685703014
387,43.2308323289004
141,38.7506599171809
192,46.66524245355
474,31.0302691803432
64,37.9172528145431
202,36.4278134814673
286,45.3111733259575
71,46.9732761435235
184,41.0015034816184
339,44.3541884079775
410,NA
185,30.9524030633335
356,44.2941829614839
473,35.4126945162636
242,28.3801771451141
507,35.1101329639535
179,39.4396661130185
223,43.9168724257996
12,44.5935705844313
271,28.0636310645107
245,NA
23,39.2617253640853
278,NA
142,38.8232717182728
513,55.2428429127809
207,49.7085417043964
361,39.7964891719594
368,34.9964927799443
451,45.5834239577328
256,NA
78,NA
465,42.1100058051088
350,NA
299,38.1296361360863
3,NA
292,NA
124,47.1861375889492
291,NA
326,36.2495071344142
276,51.0896713374097
15,46.1210777587439
470,55.1520140970778
237,48.891647771617
75,51.5656703209568
163,40.282432550938
360,46.4844253290612
214,41.0161833790294
70,36.6312114557778
188,49.6983173793697
9,34.8066706423753
456,48.8783475128546
114,NA
453,33.5704142934691
433,36.2479659121668
251,39.5850549723537
149,38.7068394599418
417,33.2766434566736
407,59.0374302062026
365,44.5588030935444
395,38.2455624664138
156,NA
369,41.1508443622955
280,NA
333,28.7620529793882
511,44.1822417208647
160,43.8024181253871
182,NA
77,49.0544149874282
79,46.3371007400121
33,41.3038307844743
2,NA
298,39.4983679122284
443,28.8152750249006
212,42.7316886420495
310,48.9883507596458
478,38.5501427284925
128,44.1123217157398
408,52.9446779208607
54,34.0336427869368
219,39.1378910919764
147,38.1918133910265
370,35.9716988138588
275,37.7723508977694
195,37.0170838636038
283,NA
447,45.5147325481949
493,28.1832008322622
486,34.9723137275926
162,30.9063466766245
297,46.772867019495
169,35.6023702085951
151,37.2372925809372
415,35.4428904648003
89,45.5244577875588
83,42.9474102417813
279,42.1693571991294
211,42.9538890513626
210,42.3697919572801
102,39.0696103766254
381,48.7487281764696
375,42.2369127555744
295,38.9956998776867
288,40.0240725697695
400,41.2709410238131
209,38.5267548178971
282,56.1596159837458
353,34.6407046409976
347,37.3523227909268
285,41.8734944300768
198,30.7899491392451
378,31.9066621810067
464,33.9727804274329
436,53.6337678997914
143,48.5036441528798
108,NA
531,36.6403649372441
277,41.4414497126403
406,32.729978552615
18,40.8940083196144
526,48.4059262978749
90,32.8250236450166
21,44.3708177127895
430,48.0617136077183
314,42.6029571259332
134,NA
419,32.2392462378177
517,45.9993940817824
289,42.6990808693016
213,28.7046985250346
122,46.8845873634918
65,38.6127867304933
42,41.1907758645972
58,41.5515110589909
301,26.747550782242
63,35.7159506895956
533,44.0477209016271
412,36.427288372813
73,46.7373307957263
371,39.8863047269079
403,43.3612601392757
346,33.0627534378428
117,47.4113665534951
482,44.5912980690763
423,28.4818568940076
438,45.0931955707613
106,33.6453870601573
69,45.3475675540136
383,48.2557102698817
311,37.2685477610306
273,37.4878432031013
345,35.539171238016
173,NA
40,NA
505,42.8221132482495
13,34.2598525162628
176,48.2592105602156
25,42.0256841951029
104,60.8615231975039
320,36.151418878471
324,39.960124676307
317,NA
287,40.1575947082927
315,44.3839037412308
137,45.1152793599541
446,41.41776433593
107,42.90148236735
469,34.3022018472557
129,33.4131072017728
294,35.6344301782748
80,30.190311261657
247,29.8588099315311
32,NA
510,46.628103128535
92,32.8903890089537
20,44.5538171878833
359,39.1340342438772
508,NA
363,44.4266627335531
502,NA
518,49.4263820026869
413,25.3519516916065
135,51.7855866503334
459,46.8739749384875
116,34.3673696662872
385,28.5862258438104
467,41.2186375820243
452,44.2674402455167
67,38.3392329045896
183,35.5615890622282
380,39.3394480979774
290,38.268728203555
222,39.2290536400683
319,45.0158089180671
118,33.7559921180923
153,43.2301403839173
132,38.9343606307506
206,36.7833234062236
148,34.2471759356629
351,45.065363398306
530,41.4930192599286
318,39.854767950615
59,52.6179575100534
421,39.9656307602133
30,42.9581927557371
228,36.5699657915689
72,38.8113799279056
497,49.0578545284844
338,NA
492,49.1410608786572
391,39.3108983039835
405,43.0199506454426
123,45.7408859079273
386,42.6120152705083
529,35.6037568506877
420,53.3878020002254
5,36.8804055347165
322,27.3909993218346
263,38.6030097451443
491,56.9706664869921
489,39.930933209002
341,43.6866223695078
31,49.6375602971228
521,33.4359706649109
479,46.4626715485394
382,36.2887897227209
150,52.2419873723483
366,34.713336179764
327,NA
