ID,IV
645,2.84086717653574
556,6.56710258004256
540,3.62804860068064
634,4.2832380746231
232,5.32061152712243
86,4.43935227289185
123,4.06615776088051
621,5.21112335508182
126,4.33491273381613
564,4.4980843713542
198,5.47321100318663
221,7.24493282052973
90,5.80738544475092
10,4.25915044789154
136,3.80480538058078
300,7.17695322498663
379,NA
423,6.41905176762735
635,NA
486,4.51527256547507
595,5.42720423143551
3,4.96607053371242
535,NA
351,4.67535490449541
85,4.89632211299903
23,5.29578176823917
594,6.32234438621585
525,5.91459663931298
461,4.62846851894059
243,4.79151811495906
328,NA
532,4.3459938002503
628,4.23894272351594
53,NA
137,5.09000044607125
100,4.54238129996686
463,4.25057883421342
470,3.78902037795158
393,NA
418,4.90903892339753
422,6.03064704610332
316,5.91348185293065
249,5.47116184085983
238,5.5690635132324
1,3.78498376655016
150,3.93497746505304
134,4.28696340434421
481,4.45512972731411
257,4.94254734212311
298,5.52287072184554
332,4.80654111356898
567,4.98364413166332
600,6.2631576768318
539,5.11907588691587
374,6.17787185662609
2,6.30137494597526
188,3.8709281364915
140,5.27496890747308
622,4.68351203550291
122,4.51234656955969
519,6.05549403533121
428,5.02497950764247
256,4.7334044018482
452,NA
16,7.78046546392306
426,6.59703536406584
398,4.94253560756945
29,5.3770505108336
565,5.00289023176067
563,5.08006926376282
574,4.35168583005335
128,3.63544079484696
131,5.055043071385
308,5.36404113915043
543,6.45554258753626
350,5.27407017760903
296,7.79281957128939
305,4.15683597105819
281,6.15883049657324
178,6.77882770292793
45,3.97040818332614
524,4.96339492952297
143,6.94128535123189
581,4.2469324060204
337,3.49399041651923
377,6.03407129371143
358,NA
570,NA
623,NA
584,5.35298810816186
479,6.08086332348998
246,6.95012936964506
506,NA
583,3.31302217950005
414,6.36363679779932
227,3.06742086069975
142,4.95504084153361
531,NA
146,3.95026477314541
25,6.00425318074108
314,4.85660620479917
62,2.70491750559447
502,3.72380639961535
67,4.91544945507234
553,4.33312025770642
458,5.42905060150256
30,4.61416419782491
546,4.33462662779094
585,5.14451492437131
55,4.2048805336379
98,7.90353566839047
261,6.93302054013905
472,4.27425133129836
625,4.52908078950272
266,3.16123023258136
173,4.71748505878867
321,5.03077386514027
397,4.99809440384416
390,5.73169947480425
653,NA
59,4.99945963937377
297,3.89304999085739
355,NA
516,6.38150886073377
478,4.31859824416293
627,3.46930713333951
156,4.64790278219487
80,4.26258497546113
317,4.40338183921659
503,5.54672707179386
230,5.50251665829876
47,4.2381833375272
649,3.77712343390205
534,2.86720745956135
640,NA
240,5.10200065175516
121,5.18654298220613
404,7.71075434247458
601,4.59980683885498
643,4.28524612877158
620,3.30930356947673
236,6.9735434594304
522,NA
12,4.21173951441676
309,5.54860195763411
392,6.65816380297949
509,5.34935576258188
573,5.57747548417438
177,4.89957600703757
38,6.40624254132604
407,5.00259621387654
569,4.71285268746599
606,NA
415,3.83200326166674
450,5.86332296207053
139,6.1938634545554
228,5.16873748552409
57,5.42302900870351
403,4.51294529292615
557,4.75526325542939
641,5.68217264979525
301,7.17939032849983
103,4.53026853665949
239,NA
405,6.03445279655079
608,4.30016102009946
444,6.9112952745566
489,4.93724935737787
46,3.12285170858417
241,6.06488224503432
20,NA
125,6.27984489693804
292,6.23501779120015
226,6.55665799500611
265,3.25210519829924
74,5.58507428685747
333,5.78443864313109
487,7.0019563895822
21,5.52360850001739
114,3.24304827947828
155,4.99213514708921
443,5.42661344168232
92,6.89081233831994
69,4.05153247134374
250,NA
163,NA
244,4.26064630576492
648,4.62996037393307
485,NA
214,3.54740329174404
223,NA
162,4.96772468840539
147,5.65365368582769
440,6.06410350304974
