ID,IV
337,5.44412710572499
190,4.9749898082332
26,6.00733348920472
46,4.77785151121228
24,3.92293343903231
272,4.78053148707202
335,3.86849856165013
393,3.55785900354376
269,4.80276553338275
498,NA
40,2.74954834544528
105,4.99613759897289
220,4.09231842920869
18,5.03825353235092
104,4.79472108260821
431,4.83464287319576
98,4.74851420682896
289,5.68041254044959
428,6.87909934298542
423,6.0105961941249
127,4.96794824256583
330,4.40402292094552
364,4.66474555061603
502,5.84934242994267
468,4.98277368342191
44,5.56728705129088
86,NA
444,NA
223,4.40690985865888
233,3.88351159184562
420,5.09714251900112
461,4.87242188281264
152,3.27912273955556
9,2.90819293613554
457,4.69640563982577
259,5.86834520557628
123,3.51577527170978
17,4.40331081291729
297,3.63722841532269
262,2.36464853883165
195,4.11942766662753
228,5.29085222176979
460,6.0094151531644
280,5.09249710938372
148,4.9282124786178
389,4.03770059639423
185,6.04463738517236
129,5.56360949636355
36,5.75894065388639
116,5.42205839808265
492,4.83366817559185
312,6.37069723362966
398,NA
32,5.45969850302428
387,5.74440856665576
134,3.98455270411233
199,NA
73,4.19972241041924
497,6.43945286802497
323,3.01821369279238
433,5.48472814242545
464,3.56850784284868
35,5.36843271010507
448,3.73257210028596
141,6.78788428971631
329,4.03161164778144
133,4.15956800036937
175,6.15040140201377
339,4.16090755840499
267,4.4556627621836
308,5.09446244644798
170,3.41233428057891
48,3.94276686946455
436,NA
485,4.32962486798861
59,4.25281545157292
76,3.98974503057024
270,4.03219278895231
359,5.36270756966185
158,NA
291,NA
406,6.36217547824399
198,5.07039753151439
156,6.15776983256751
439,4.85776164263415
88,5.61189273298978
237,4.53097063075696
164,3.48955046493997
304,3.8624050606992
92,NA
29,6.14532224566546
209,5.99515280268055
382,4.85834973708485
477,5.02084894237811
302,5.62537068831718
345,NA
146,6.40015092944678
85,NA
5,NA
479,5.62015960715442
160,4.82390738503651
238,3.73582982965701
408,6.08110619612312
437,7.05312419113236
400,5.42901873024704
201,5.72315749840835
165,2.71543918523665
56,4.64119846855389
167,5.40253756641379
275,5.46948969527912
422,5.01950700027979
91,5.89525644071922
210,4.90856126427152
142,3.56879183588039
368,3.60845288508936
425,5.63013645822923
441,5.34488941236835
66,5.60948764103656
78,NA
68,7.20811939360784
1,5.86775873143216
403,4.34115070339083
296,NA
419,5.29081185148663
424,5.59863647606338
411,4.39053216848379
204,3.75652297792256
150,4.53714626755419
440,4.57502411516262
145,NA
225,3.60673182254931
215,3.18370538264014
115,5.01316178833979
208,4.88850915929154
355,4.83058775264563
395,6.94661109618562
63,4.66139210236562
212,5.59206648050963
338,3.78289678084737
285,5.36867262966117
235,5.11898331358872
357,4.51066930092882
315,NA
399,4.77269210993758
118,5.31206928477778
114,2.30559555254839
253,6.07602388923817
231,4.99181227927031
51,5.05901834047308
137,3.62441366412633
236,6.17102313056986
3,6.86718953728635
467,4.99859326338579
293,5.50231778625969
219,6.62845804825341
13,5.7148496294169
74,5.16436439931742
221,3.36740442968451
271,4.83943509866935
96,5.14551784110967
227,5.85921148275978
490,3.73186147930377
202,NA
121,4.85220763667441
496,4.47276188688447
369,6.07824009884058
434,NA
169,NA
277,4.80296784254802
38,5.12037975443732
43,4.43055678911396
353,3.59913788791761
474,3.97164049539022
295,NA
352,4.26017170381111
187,4.03408126707224
405,3.48232578969685
25,5.14768337435186
432,5.53053164137609
348,6.23127589929021
384,5.26493580852443
45,4.78088574938285
65,5.33678702863049
93,5.40805192890587
181,4.75140509395199
6,4.1275568217604
255,6.39597153099976
283,4.60556683078113
196,3.45936941539119
451,3.74613443925121
214,5.36110989291673
404,2.69981204945472
284,NA
147,3.85766799451583
383,5.44389962335855
182,3.77260779425421
358,5.66128393671227
325,4.76143808013551
435,6.00583031138933
365,3.35288194912378
375,NA
281,4.17651768945964
84,4.56854872602362
350,3.7657567389797
372,6.06395286252347
386,5.61428275242976
333,5.18400416718265
303,4.73774530012041
300,6.58328240376443
503,NA
7,NA
465,4.69384838808856
374,5.89543277823263
480,4.44810042557478
79,4.83046089921571
261,NA
47,5.68201090077138
110,NA
470,5.90210709693625
489,6.56831294027733
268,4.6404338229181
176,4.7825756424138
154,3.09549239037384
453,4.16432530128073
254,4.37023663664666
125,NA
67,5.44750393451813
317,4.70688102303076
60,5.08286111348032
294,5.1508530455323
390,4.43913280866056
488,4.57924969893756
445,NA
111,4.42324122125237
16,4.12996829296837
380,5.82013741389326
307,2.5749247883978
21,6.14768449471149
442,5.16337058738069
126,NA
10,4.69171035723757
8,6.18293098009324
39,3.73281919193873
341,4.06381883444273
174,6.31570424209446
361,5.4274341607524
122,4.99799145987756
72,NA
244,5.26234106439267
452,5.88225349257784
401,5.84476298596996
301,6.09847807059972
258,4.14844894422076
417,4.74596277123179
168,6.74970801516504
290,6.12800036387025
472,2.46386893022107
124,4.52148774152232
328,4.68755337545018
484,NA
120,5.31529768666858
113,5.01360612536232
331,5.12020379668132
19,4.95974321917575
473,6.19970817454646
12,4.82946605591099
391,3.58417822255178
213,4.27804890999872
217,5.72530681669734
443,3.66453521980163
162,5.46325729159241
177,NA
421,5.90483302150093
377,5.79122556794231
379,4.52383436843751
371,5.66812727999656
179,5.95205366640218
278,4.67312651074547
396,5.36693733621198
205,6.5781207024691
260,3.80754091911032
373,6.10844420219601
226,4.26601772592419
327,3.63656783367038
207,3.40454595994641
135,3.85878700903269
388,5.06929393769922
230,5.42997341803216
251,5.51105088884959
50,5.42030193733876
344,5.52353948892563
429,4.96593470847927
265,3.93269941919622
42,4.58697574813331
11,4.98714910817079
475,5.26591243720619
101,6.10069582439056
334,4.7704823701846
34,4.1990126899708
232,4.68467273807188
139,5.69380068059965
62,4.74190050136915
360,5.00981259860214
397,4.16911460021919
413,5.56353267981485
132,5.31304734035027
20,3.74610475942971
309,4.09280024831824
22,3.78897804298095
37,5.63606686678698
263,3.99716084551905
332,4.3117836245328
173,3.91825885162257
58,3.80550106306383
247,3.42086786660505
310,6.16040205167436
197,NA
200,6.0185741169773
192,NA
493,3.23872373082448
340,6.34747611265288
136,3.6809940049737
140,5.63296798003419
153,4.94354865326704
159,NA
499,4.84553230480498
427,NA
347,4.89183964717941
378,4.60828616906594
450,6.95883906295806
31,3.76662999128876
186,3.62085263384309
172,3.92266954406679
487,4.21486387708612
194,4.15426611793328
326,5.30928008184765
491,4.92463447311628
245,4.14992346918859
249,3.79489868140322
466,6.67530030490669
128,5.21467954398745
381,4.28640723163659
99,3.4343004755385
184,NA
203,4.85510265267592
183,4.1141563684049
97,NA
27,3.01082002273921
324,4.36158253727697
354,3.33400403136667
171,4.99265308654025
409,5.53525296809351
367,5.81096417779646
30,4.34429776683822
130,6.55308648513091
287,3.66979543843775
363,5.82566707904844
256,4.79954818266554
412,8.21844168296932
70,5.74799043575584
106,5.90087796103848
343,4.41650150451039
95,6.55956121395661
306,6.15698329597225
71,5.06571121628875
250,3.88484914628591
351,5.22375227707075
276,5.59439718823558
119,4.78370530432653
414,5.37800382796345
407,5.99130426315218
476,6.38413891811907
246,4.67284920680707
117,4.40928940649432
75,NA
206,5.20154940952373
418,NA
318,5.62189807515514
211,3.849197786847
462,5.71642593806458
362,5.80808374267566
241,5.21900881962791
385,5.4254366591851
463,5.16225624080579
402,5.68156719871999
416,5.91540580437227
313,5.12649211732034
305,5.53139993419089
166,5.07080649458326
90,4.40153957240592
33,5.46736375693594
100,5.20104594032193
193,5.87181176775345
376,6.37458995202017
274,6.59037560772458
426,NA
316,4.66922115275552
288,4.11158744475411
292,4.04774985180375
77,NA
149,5.43409377167827
495,5.34974058825739
478,6.13854327356069
107,3.98744553030315
438,4.27495769219509
28,NA
180,5.91994043006081
239,4.48661304597147
69,4.94495635611354
23,4.98318810177473
53,2.53318804587649
410,6.13929642487312
252,5.49592924567552
456,5.36117338060451
299,5.25067359805834
157,NA
394,4.21902177006547
89,5.49246853539019
279,3.67344299516645
446,5.50364524822316
2,5.57517073017511
458,5.69227413615699
481,3.76097694022695
15,3.98169968235632
155,6.44423190222609
94,2.29249688828932
342,3.84119841602014
178,5.26966115024449
494,5.44765724606163
14,4.43825467186566
55,4.13012987081474
392,4.77681380956879
415,5.71555171369502
163,5.72303313241646
87,4.56032853283488
41,4.4195561561344
486,NA
103,NA
321,4.64692380760997
349,3.93338855986819
112,5.27492750983922
81,NA
273,2.60027564691017
264,5.04707418020491
501,5.69146861839192
57,4.04034679360253
83,5.81807060403663
54,5.89824490551069
314,5.36161995367069
322,5.18340828101156
82,3.69175091060116
459,5.60259007283085
266,NA
257,5.72033483803592
320,5.41922989306043
430,4.56410570314365
64,5.38351336270155
248,6.86862754621124
454,NA
143,4.93098390354054
447,5.40370138492562
49,5.15337630607346
483,6.23500031737753
469,4.61306151903999
471,3.73319308369249
188,4.2269479464741
286,3.92927329393626
138,4.02273783506564
500,4.34795387725657
216,4.97433022790372
52,3.62298932859453
151,5.99626937036326
131,3.11951931991315
191,4.50546858877444
102,4.66804724708559
282,2.98119441615973
455,4.75406788182304
336,4.77559838618864
242,5.61019365469854
222,5.88012251237256
243,6.41079764071503
108,NA
189,4.60317341778195
370,5.08532305344634
449,6.29896579106292
234,4.474730118322
224,5.14006885962198
319,5.79223356304841
311,5.92232454671539
298,4.96639062927366
109,4.55783099645122
80,4.55561339934529
61,4.38719889893858
4,NA
161,4.68539147234173
144,5.18400618213381
482,6.21831127948907
218,5.15369473219241
366,5.56925283422397
229,3.51962336803674
346,3.7873818552656
240,3.81265601450109
356,5.04759180886944
