ID,IV
338,5.71887544768606
419,4.74634568965003
482,5.4754835531517
301,5.14810943680132
571,5.11768452593323
601,NA
238,4.69609876551618
345,4.12738050202918
118,6.60824663740827
379,NA
333,4.37871958167492
590,5.13752295894203
344,1.96889488639738
501,5.00975068249466
62,6.39178095949114
458,5.1064712378529
356,5.00039241794224
441,6.21536311905772
530,7.11970585915039
35,4.73304361420604
520,5.39916994030532
624,4.13705058287549
428,5.63681743176371
250,5.27477776261509
540,5.11123529211772
187,NA
21,5.73550166232264
54,7.55677338220052
487,3.90142760942292
125,4.75165735521244
323,4.54117786981712
32,NA
226,5.96843859128953
76,4.87545855473879
107,4.92186183988353
282,4.53527715754555
60,4.31496109657433
105,4.49270700496062
203,NA
440,3.50885358062482
507,4.56942724193922
462,4.68407790885429
41,6.06607740399803
192,5.17543245135228
71,4.88954329231993
586,4.61252558592818
584,4.61557233827501
261,5.73472182421982
158,6.14163546700783
335,6.16609719069734
306,8.25111939124936
99,5.97809150889528
312,5.27615268581574
218,5.16813164996169
155,NA
506,3.95857772624812
550,3.83764568169873
555,5.26637617076097
86,4.60237996723392
384,5.97679598521528
551,4.09258053098057
592,6.886047555588
627,4.79116950508092
328,3.86237936984224
583,3.61061837504967
213,4.68706985178403
450,3.83385020362937
541,3.62795103462594
422,4.98671409720632
348,4.55939032674719
73,4.33915400594477
350,6.68796445367616
516,5.7519383146605
116,4.63617044021396
316,4.72958140316424
623,5.85012408838815
351,5.5626961406986
273,4.3234625182846
471,4.4295855125682
98,5.89067382198566
214,4.2983806916807
152,5.87451740376828
79,6.48809022439048
201,3.94222128554345
145,6.00843085871573
169,3.45698411725984
522,5.06673683176958
331,NA
546,5.75869772150096
27,4.28940292616005
244,4.43538439991971
310,5.48073248678056
168,4.99784189840719
279,6.05822421247369
223,5.24971462239222
232,3.34084467562664
37,4.42629230702209
392,6.09851111150527
47,NA
70,4.87911508493504
528,4.93368982453381
290,4.69948952002328
135,5.03354089311514
95,6.26983501607255
532,3.95635141376705
130,5.09521291766245
527,6.98825617317497
277,5.33486034906021
127,5.50912338322599
164,5.32967139521151
207,6.38125214832929
413,5.43340395923058
123,6.06928926735656
96,5.56459568889744
176,3.96761112244506
141,5.51446143108949
151,4.52548468184106
417,6.98183244633333
510,5.24543413738549
285,5.12785652717485
400,5.03431561883937
558,4.08670783819598
336,5.18002087024522
114,5.81708510912995
311,3.72860557851815
620,3.85789172631699
322,4.59623979959412
330,3.97078996666222
100,5.26044131946138
579,3.80098283994675
236,4.88106316086218
633,NA
628,6.25172968768271
493,NA
568,NA
418,4.93100370850411
106,NA
257,5.7590379160034
415,5.37779830932384
161,6.44596585054897
208,4.22565522262519
534,2.37034117227614
18,3.374345019148
235,6.47233230219626
44,6.0801042708625
90,7.06487522994861
388,4.45384746529615
613,6.03530120093456
172,3.64979076185321
537,5.02452689513654
39,5.89818296671505
529,6.22390913895136
399,6.24822507810513
505,3.49405060675742
332,NA
500,5.18841948315927
50,5.82192104019204
65,4.24309599911502
237,5.76888594170209
386,6.79537683537698
314,6.35969233505002
182,4.5545235865225
163,6.14607725917704
146,5.83436115124802
334,4.6266251324806
9,NA
138,3.71399505130923
374,6.17765059579602
562,5.4352831542556
175,4.32598900026542
29,4.80389096864005
77,3.99538177716617
303,4.91186227835925
554,5.7288817908776
92,5.88922400969826
359,6.46034881517242
604,4.38353371891832
548,2.04227411088334
40,5.82633772164106
14,NA
503,NA
147,NA
289,NA
242,6.29500762434813
453,3.40382811917258
58,4.87004811543477
247,4.65587308643818
363,6.31035484223973
228,4.75590708201099
148,3.90908103017806
209,NA
446,5.84464496769479
578,6.16848987511682
634,5.83894447214389
246,4.44083313254485
309,NA
42,3.08090869598358
447,5.04289378748771
315,4.75750531505259
133,5.06273818392116
409,5.49390999661499
631,5.66239769723511
324,5.12246041890176
51,5.40446055722648
36,5.69339925639829
513,4.8496187530424
153,5.6691879040121
504,NA
536,3.41123378172183
243,4.38461754302971
349,3.35883242043961
433,5.19288624177486
131,NA
397,5.47741458889354
61,5.56526790269293
609,4.078480387741
591,4.18113441025581
497,NA
582,5.27050706530009
25,4.67082689746534
519,5.46592733525174
137,6.27598318406787
267,5.30351218434243
276,5.0031891214758
390,4.88238907139559
544,4.22134285816835
142,4.06841166540895
184,4.55939895578528
362,5.71013680213689
475,6.46777811944714
464,5.9247824764586
136,4.49059391835361
557,6.15858343402042
630,6.28111531943458
545,4.41254105629363
224,4.68328806047385
451,6.11303236599768
566,4.15421911690443
67,4.64507462809899
593,7.35803626916062
499,6.27121949473085
481,3.95362632419744
632,5.97452140830454
215,5.59537948763257
253,5.18745247546937
15,6.14667091752538
539,4.43437255604163
156,6.96004006644418
490,NA
511,5.42176032777858
472,5.20710032458841
423,6.2182504082385
365,5.69214382376342
542,3.42058550052638
258,6.56808742427718
82,4.27290167570265
38,5.88982212289076
266,6.32161064532914
162,3.72092406855871
570,7.52057727721444
575,4.34251239515878
74,4.63489669220118
296,5.34917773457568
