ID,IV
412,5.68886793361276
76,5.38756448142415
38,3.85360418220691
486,5.18793424884555
195,5.9471016201906
309,4.13393782946796
171,5.77142093345574
413,3.24624058376663
420,NA
509,4.89824420946881
425,7.2368889085509
202,5.37837469611644
212,3.64377991284772
331,7.0871129413219
22,NA
405,5.12661187764544
135,5.03335991487149
354,6.38287309135446
191,3.05842942132722
39,5.5443388025331
83,5.18410111358587
102,4.25809785433139
427,6.5842210117353
284,4.17391059209597
34,4.24364485731225
118,4.28894348654024
226,NA
312,6.22790058974186
120,NA
156,NA
9,6.23768643943348
176,4.73996365670499
140,4.05719237080485
362,3.95226416772212
230,NA
213,4.56893661071489
2,4.89774927122623
190,4.5326567218424
21,5.15053447225984
527,6.12860774582408
266,3.77373377356495
308,2.33847941458912
334,5.04189690629604
232,7.07726432457645
394,5.00776561652763
123,4.51012222516121
281,NA
410,5.78602650642408
387,4.27732401980054
145,5.24614215733124
242,7.2565097429112
348,6.57731507557358
380,NA
205,NA
119,5.31596758352809
434,3.8830858803571
332,5.25441339014637
28,4.80051547945697
395,6.20832740047561
16,4.78372099827829
317,4.28558120286059
214,4.71726075824718
403,4.61727464619095
302,4.86769731771947
528,3.66029547976868
367,4.43177966386486
259,7.35492693540393
532,4.70698456434094
411,2.61562084892641
438,5.29595707199294
399,4.94473728739293
344,3.43635023480114
23,NA
343,5.95765732172832
430,3.57435493653355
326,3.91929650021368
161,5.21229292789651
458,4.46502145094393
490,NA
111,4.85336631608402
307,4.65932237681244
441,5.11243494614413
103,3.57890399523137
497,4.55393850343827
219,3.58251325712799
142,5.01349593601094
318,4.54146611556736
88,NA
82,4.96168452497666
511,4.99927973881592
187,4.11599857508676
276,6.62413808124015
167,5.06298359035967
337,3.15157467193822
369,6.31544273285032
91,5.0630229758069
515,7.76350577506033
106,NA
290,3.13462651657855
488,NA
359,5.77109741284958
25,5.27110650705516
358,6.07279097511131
149,6.11290393842138
523,5.81521448359453
95,5.89271151026411
514,5.90909868063816
203,4.07272665223637
146,6.62377024000413
460,NA
299,4.20915104090251
10,4.72597615586244
382,3.65209235408792
78,5.01523823401074
398,4.13476595941172
524,4.10295255100639
55,5.8250083213682
421,6.58485486346859
127,5.81711339437555
483,5.19501068854323
351,4.81994836260286
485,4.75916124664545
363,NA
37,5.2566795517165
209,NA
26,5.45709640364233
8,NA
49,6.30125500489823
46,2.62493972315105
179,5.76427414323026
472,6.71760445635708
253,4.43975120156382
45,4.39449161253923
306,5.3337410490011
35,5.07831962800574
419,NA
298,4.88393860159578
256,4.96822135071006
453,5.0476652160496
365,3.73402698839718
234,5.10815561370613
199,6.04885255704593
278,4.77661931018732
136,5.64887015615702
422,3.51814728708144
389,4.91518589553422
13,6.22930489617691
268,NA
475,7.18434589372508
238,4.71445744118119
193,4.98625234344011
480,4.43816032981712
241,4.478015075525
164,5.56181807286059
401,4.72016456472782
327,NA
81,3.54202052625253
328,4.12275200458276
513,5.89242266713184
478,5.15174975211952
3,6.93721185605614
53,5.11426677418892
