ID,DV
227,35.0002872551323
3,NA
262,NA
272,34.3479097141791
319,35.0423476485528
254,38.2121675156597
175,39.8382386189341
8,40.5535919430785
43,36.2025560034652
358,41.6967191984738
140,28.3816076161266
153,NA
401,39.4649084860411
103,32.3152842017994
309,39.2596808737747
51,36.3626240830763
513,40.7258036298765
301,47.8985032442873
434,32.1444597789739
292,34.2884423491498
517,34.6142002073649
18,34.0050748678075
332,43.3934547073886
184,48.4022480310972
5,27.1342213450172
23,37.1618357336381
173,36.217120945207
60,34.4587261487053
166,34.8469000437303
72,38.4218683792136
328,35.5594235223982
334,44.3408894426303
402,31.6223740457808
206,NA
25,36.8847369085297
205,40.217065242393
248,33.1234355081529
214,NA
207,28.9305997459668
36,31.52530801235
55,45.0777194639856
215,43.6650855966282
368,36.6348645566784
45,32.5135536147
97,30.4639968978281
232,44.5272743948544
281,45.5340771403517
59,38.1038632837604
88,35.1001075283365
387,39.7736417504342
454,45.1606628408072
305,38.7873218231384
187,32.6881421626604
289,36.7625009685852
225,46.6125389078426
456,34.1752211626039
133,32.9791132513695
159,24.7856134734391
447,22.9221083824537
285,30.7692049887985
269,39.6256489120526
191,NA
486,43.8868885708364
437,43.2719480246378
503,34.8955509530129
268,35.0759933581938
171,46.5205539627675
56,42.8975689340536
115,35.6928999009154
119,31.4705636803018
279,27.0657692847941
196,NA
42,36.3766928933105
212,41.5802119422895
179,39.8766912878679
190,42.835823961678
473,36.4001043558751
266,NA
445,NA
468,32.7680047290699
108,25.050916007396
311,38.517994781713
1,36.828392640886
273,31.4998977513802
500,32.9384701067798
139,37.5775829202468
414,33.5222992628308
462,26.81649183726
274,39.2630558946856
463,27.7674689889346
219,38.0361521583878
258,40.0491204658151
375,46.524264727429
7,36.6738321972183
202,NA
220,27.2412095251285
261,29.8612094026995
41,43.5008987286458
428,29.246341314878
77,36.3979902033722
257,40.9255936828371
497,34.0039146363191
131,40.2352974075711
30,NA
255,45.5350597970335
75,NA
416,46.333193140447
421,45.0721637418397
411,35.068449421703
85,43.1103801412237
481,30.9152545544026
330,32.6659538194495
54,35.8490880555262
492,35.525119182724
480,41.6828789585409
300,47.6845314301408
409,NA
49,32.4808452884501
260,30.3716079602612
32,29.8197629786636
485,39.0510627336939
145,38.5420709898813
372,NA
453,49.3955993493696
176,47.6511435614418
329,40.9678889427464
39,NA
64,40.3620611589154
17,42.3417725980301
393,NA
270,41.0395735641758
377,40.0431870848712
336,NA
241,32.6833152762761
461,47.1128581347899
477,36.7220832718651
236,38.6050481404006
144,36.0865687768608
126,35.7861053106941
189,27.7035253193358
523,29.2533145090549
326,23.4313736251496
489,34.5955192102882
429,40.4311663004232
420,42.2564156807175
427,32.2453002123895
389,32.4316074117623
263,40.1961542294721
10,36.8938797644601
371,55.4770973849136
522,40.5063363040187
62,35.4084194334723
467,51.3727451017926
419,42.8789378294159
161,43.0781637830206
504,34.22841443401
511,39.3483343874218
167,34.1494339137785
490,34.2299357944006
516,40.2269932492151
436,46.941735297746
483,33.4093510806234
52,NA
362,35.9935883661692
277,39.545544085209
156,33.2478353344182
4,36.0008522624462
130,24.659441722685
221,NA
226,41.9900073140368
53,43.3690919534493
313,46.4923684731206
351,41.4167768012764
441,28.4378454464888
505,34.9395232738839
410,41.7040309578635
230,34.4588029632884
14,42.9768764204731
222,39.5731997811315
186,41.177037378444
71,43.9006432647979
501,31.317068061464
249,30.0223560974568
348,NA
422,43.7669982845948
350,NA
165,37.7120986812443
44,45.8774479521048
278,56.7035251014528
24,41.2295847591642
93,41.151986139591
154,34.630967226989
438,37.4623097804235
98,54.3864748363168
141,29.0430623514652
514,35.5489695826864
333,NA
162,36.1530491696351
430,38.881430862137
399,21.6507786732722
105,41.6327819431752
470,32.5172864029837
209,52.7581112084593
95,44.9392451515718
33,30.5702395667219
508,35.7264056584729
297,37.8368478998974
519,43.8166985798602
475,37.7045163265591
94,35.9627887241867
168,NA
312,NA
321,25.0143694116179
20,NA
392,30.7174244995379
84,35.1044733301711
398,49.7871505284771
404,36.874992142803
306,22.4951264376202
152,32.8168053721147
81,30.8985325311653
396,45.5748453627449
107,38.6562398610029
343,42.8436520351913
294,35.5413436350834
182,27.3144266206019
112,35.7077908073898
341,51.6331097018073
89,32.7154398633997
256,48.702828341579
149,46.4081566035484
102,48.2931158719265
388,27.5728221349539
199,34.0772723239665
357,27.295188034692
194,47.8989450754527
455,38.7204245096309
286,NA
338,40.8619610511532
208,29.4985977832877
325,34.8218693611459
68,39.1502662810528
382,32.1180886321634
