ID,DV
207,88.5576273813516
126,84.3427702363099
532,80.1389439680534
459,79.6487607731786
192,92.3470129606078
291,87.7791047215032
170,73.3340659732767
244,91.8111459479406
343,NA
468,80.8210177292318
36,86.597009534917
25,79.9556473174661
369,88.0014963294948
404,89.1518621251578
153,86.9193778767144
334,94.2510843315277
275,87.6437190294576
45,82.0611168654228
34,77.7191563728864
266,88.217740570529
101,78.0345717221421
425,93.7200132339474
494,87.6488302416389
203,NA
257,82.7195487955079
434,92.2038312074266
523,85.8717975113144
448,NA
167,83.5154235157337
194,85.2971767513681
185,NA
31,84.3556979153746
410,72.4951734449012
72,92.9756719524218
530,NA
462,84.6598682973758
97,77.0227325517223
227,83.895507071826
322,83.8892531721187
223,80.4825510976289
4,80.4046382141071
402,NA
259,95.5100519550256
64,82.1280713665941
390,83.8957435577252
514,87.5891863504692
469,85.5008104663888
156,90.6054647623152
479,72.3762424341569
528,100.917490548722
118,87.2043155055563
406,89.5096420114349
284,78.7815232741568
269,80.0917800398842
492,NA
355,83.9360610433681
452,69.7646479015517
190,NA
219,86.3975956983665
484,NA
447,83.2062532923661
102,NA
506,89.4835362826345
394,84.783794405414
401,85.9720651685902
88,73.5049215553533
84,NA
210,77.1282711513238
13,80.5916990677127
335,88.2040998744078
169,88.4994499181675
103,72.7204748975741
442,79.3919220216718
107,NA
138,79.8397181213583
326,87.2891873802576
251,80.9087952141546
76,83.8383548960166
547,89.0366956894393
238,79.8254203520311
306,84.7370904179528
245,NA
201,99.2137387928487
78,78.5414402378539
353,71.1472066763478
81,87.1916183053033
430,83.9836913504358
342,NA
432,NA
362,91.3852122818653
305,83.0702746141668
290,79.9442343024522
525,83.9525822194415
366,76.7667320044883
225,87.8627830884389
83,82.6662822458625
80,87.0191067479959
501,90.042117453412
250,72.6934217190955
464,79.9829941237747
509,NA
375,82.9238704999618
5,95.0664745333312
14,76.1957132720644
429,84.9165444079992
319,81.1970017673195
20,NA
502,85.3582372814827
33,86.0164640747945
198,81.5903746145809
301,71.5188345819894
179,NA
71,89.3814596833358
455,76.5617996591409
229,71.7510776469607
357,83.1165416972712
276,85.9449573206552
22,84.6614711975833
488,88.5194502888881
367,88.6480815811342
493,80.7843505466874
254,83.9759625356816
85,86.7903723707978
397,NA
377,83.5322892480255
279,104.35023966478
206,68.7458781959747
289,NA
2,92.0897883288661
317,NA
324,84.399072020136
161,75.5795062508433
518,82.6086757269528
534,89.1458411152431
363,87.3392226248791
419,NA
61,89.086581290422
403,77.9252694162062
246,79.3798905416016
405,87.7545339565803
277,94.1108406329523
52,72.1608558676421
508,74.2558075562934
437,74.7445588910581
236,79.0497429030406
396,78.6941225781133
423,79.9898747744042
435,70.2341801552191
48,77.492407891654
439,82.4466574091111
296,83.0470276429769
544,88.9758414719632
152,83.4260404963517
233,77.3084957805753
228,66.6342045429304
497,85.8532513351905
57,87.9024499619257
181,78.9561864537727
327,78.9744614280457
294,90.2976444667628
7,NA
232,75.4784386781376
499,101.349099792978
160,75.600778445455
483,79.8935010678126
117,85.795632635207
47,78.1996991949476
205,75.3669345795071
465,82.8192556048056
15,84.7750650022826
470,83.3940611852824
338,72.9165055740778
65,96.8974051579154
298,84.2478634900813
215,75.1799725812269
426,85.385333285994
29,86.6422051136515
74,87.9385322510518
114,75.6869602954057
263,75.6577398861596
115,82.2224771104672
379,89.6343833257421
307,78.1083427796585
132,86.1257200793719
6,81.688373312478
191,93.4523614731476
249,91.9478557988187
436,NA
73,64.8957635788975
23,92.802330542896
358,84.4251869081965
268,82.889271607425
216,79.5872692199453
77,NA
130,90.4648547516973
94,85.540243898195
127,72.8123997441316
129,NA
208,81.3318856147284
62,NA
311,79.8517228886168
19,92.4188105999859
503,79.6970227288924
121,84.3384717347858
313,NA
531,96.3639417617533
339,77.6703282462463
495,82.653514297342
545,83.2880965050066
345,92.432763662383
507,73.0968957457058
166,79.7858214488379
383,87.0250009552346
450,86.2732118839342
413,84.7619639216385
446,75.9235001329576
56,88.6830047359706
131,84.3028903472913
295,77.3037063009109
273,89.2688437374556
522,84.6881358120444
411,79.4090977867481
542,93.206903028754
458,73.8959834082677
136,75.7773841274577
440,73.3080619158766
144,90.9158009287085
200,79.7859629317629
380,83.6544500105025
151,NA
287,76.2828016682271
125,82.0193902357719
540,85.6838341424663
184,96.7157978794537
16,88.3978160170141
361,86.7375432329302
142,75.2422359229614
241,90.701879356164
333,74.346950237691
471,76.003299498819
105,82.9993373543432
60,80.4046763935534
168,88.5957532967603
41,88.3776883628063
431,91.1307112795947
112,92.4365098930661
475,67.1138272958956
297,81.2683348552411
141,78.2637473207007
159,80.6665301542259
55,78.7066690646574
260,73.5437505240423
140,82.907924410029
174,82.0777374638987
328,78.0968054282262
3,75.7641486675126
332,87.0092902906973
255,95.5541447112762
408,77.3977130792062
304,81.6075799945934
356,68.9697842583947
165,88.069473830407
150,82.1792246309482
270,79.4699402078943
388,NA
120,NA
100,81.4174554921972
422,NA
220,83.335626140513
498,80.7135734187703
49,79.4573334205617
407,NA
104,83.4945356421683
536,85.824322605399
272,87.6664117971454
177,NA
315,92.7120967286433
12,74.1121653445153
444,73.4262226294634
515,79.8912594419887
539,85.1313510996956
309,87.2478796816876
323,90.8628142837939
58,74.7756333118371
348,88.4079014245526
264,NA
67,NA
344,74.4687983194821
417,69.1029711660488
316,81.701213361932
139,70.411509609837
8,NA
303,86.751546354104
418,86.0199302497755
59,83.2921175704436
87,93.2621766937035
106,81.427876571482
535,74.9500208754785
510,78.6699701242793
504,83.9265074654628
299,93.8750327754717
461,88.6987276666435
282,81.466081751932
340,81.9543972516434
320,NA
516,80.3409685766499
368,82.5654631507903
110,NA
454,87.4897994985974
487,80.5440188631689
172,80.1507231133764
511,74.2401923171519
35,84.6213256031522
318,95.4547787663638
467,80.7849201839871
124,88.4976244014165
231,78.7005913804581
398,83.0788721324408
352,92.3966041542115
381,72.9333201360554
222,90.4871200542698
46,82.7026204906354
10,83.9785868126015
293,84.436414071992
312,NA
428,84.3488168938228
325,86.6392817151768
24,NA
370,82.5934659471996
89,87.9090897718553
371,74.2564236686309
32,NA
265,NA
513,78.0335777360725
389,NA
164,79.3817222624574
212,85.5844145486854
218,NA
476,90.0141934727763
195,88.5862610854451
248,80.8495908940828
123,87.6781248273556
21,75.2514266297357
92,86.3510173617161
443,90.6802546288759
395,83.5572457772058
412,NA
9,63.2830208459686
113,80.4919340590533
378,74.8182465553055
466,89.6750173990426
457,93.2609378436183
217,NA
505,84.5261593093569
199,96.7930617509867
391,84.6913566705943
143,78.023871615959
280,77.0115267035552
242,65.5955147491719
239,75.9739054995415
109,88.3016003336488
146,89.4238382583829
308,NA
271,NA
354,89.7565742618485
214,87.1288061004274
224,78.6486965718433
433,74.8183156959577
438,86.0539631384426
517,92.4676661126018
173,85.0510371629537
134,75.1115767402253
180,86.617931430531
237,75.8699025515302
234,90.4903733770283
491,85.2399329067567
449,NA
42,68.1447108939516
321,92.0659548854094
148,NA
512,78.1823991948602
95,NA
393,84.0350188907568
529,95.5307107678455
213,85.1519107707268
453,78.3796515838974
349,79.0433379806123
414,80.0958111432116
193,NA
37,76.0346283402109
543,85.0133629254428
30,84.5343176209857
274,77.2445901997536
477,92.2482341378817
341,67.4787433539191
490,NA
262,92.7127276967144
420,98.3560943192755
527,75.7900737619841
347,87.7500728790333
281,72.2518156123554
38,91.0803135379607
346,NA
40,83.1949171061602
147,80.9705796199533
360,86.6784881711161
116,90.81555245764
421,86.2222561845571
474,89.1221176187184
373,NA
481,NA
93,82.3378346030881
486,80.3965042116889
424,82.4061433928641
17,75.7982953692413
372,86.5300743676604
415,85.1827178459004
235,92.774200451286
186,NA
39,80.6555029145038
400,94.7131011267533
384,80.6348746640769
546,91.729036960974
451,NA
314,80.5963608901112
18,83.3435532835913
108,78.3178801448355
82,85.4140355209992
240,80.9515487588185
526,83.9088955924509
283,78.031776102845
53,84.6158519385473
243,84.5864096639554
489,74.087368027666
278,82.3402925946298
310,79.1577271679575
252,72.8781100922274
155,82.4123497964002
473,84.1392316070408
351,84.2395189696136
145,NA
387,NA
519,79.1119499320746
26,83.4460354714873
44,78.5175985854515
336,91.0406123108325
441,NA
187,86.3198138338882
392,80.502984411808
188,89.2658633709897
524,78.8963264810897
43,NA
538,74.3912164383186
211,81.9974621675572
51,76.8967858160303
196,NA
285,80.7323974909525
386,83.6445526461794
189,78.6980458813873
500,85.0351017130564
137,NA
364,86.8981058491576
256,NA
27,91.2447934360473
460,86.8166496015641
330,85.2059469170908
337,82.3640442409694
178,88.1233482436058
288,NA
11,68.6250529502482
157,82.9377545037473
482,88.2121170283581
75,81.675249050272
359,85.4881022312288
86,NA
28,91.6565959456294
521,86.2031313360859
68,74.1714488083003
300,88.7867837343389
409,80.2435717623741
537,NA
99,81.3392153578684
350,NA
385,82.7280709554038
463,84.9822534916524
63,75.5432936185113
253,NA
70,88.2452848224627
128,83.3901863751116
286,85.5564118421308
98,81.058864528845
204,78.4444330253378
427,89.6245732263925
175,104.418413570574
478,NA
133,82.3705516788548
258,94.9242034934714
541,74.1432302221322
182,85.3203519298938
331,86.2701909740655
226,76.6281893265294
485,85.0230683869458
122,90.6862107618888
96,76.1587875087785
261,81.7155477525003
230,79.3014712326423
149,76.5919685901334
163,85.3447902299585
176,83.6020628808526
162,89.6939154102949
472,79.5874399842911
302,88.2705147529148
202,80.1008264318386
154,90.6808698987675
496,87.3307286950829
90,78.4648054899346
135,89.8915242657624
382,86.316460681084
456,82.9745313190724
267,86.5651464985937
445,70.8816169956795
91,75.4008200111633
365,84.4226965667251
247,94.7873518236397
292,74.5908791030712
374,82.3084566220847
399,84.6733035037204
158,86.592104504398
1,86.7579972434044
50,84.8723323291395
520,83.0430983760804
376,66.4206701089738
171,81.754898705186
79,76.5972093876462
66,NA
183,88.7598903362602
197,90.0049108329849
329,84.0249128991897
221,79.718722493047
111,86.1885096723406
69,75.1615866468081
480,82.3127462730166
119,88.2815354175963
209,85.5961878017043
416,92.190947538797
548,91.3969251794044
533,75.6686632949411
54,84.9120157467109
