"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
13.6561541027981,5.99515430978499,5.92856740113348,7.31710183201358,8.32113889395259,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1
14.9068407649535,8.50673488108441,8.61906138132326,9.77045930805616,7.03984903753735,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0
12.7753346515649,7.33378552948125,7.73132411413826,7.89491255301982,6.44073103554547,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
14.5213974799588,5.3986173577141,7.38438370870426,6.32715008454397,9.33426344068721,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
13.3996218273384,6.24308900907636,6.65302384528331,5.6031544378493,8.86520111351274,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1
14.1864757652289,8.92802862683311,7.0204564766027,7.5514091248624,7.71341927233152,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
15.1002128473464,8.75545221148059,5.15616062330082,6.49506489862688,9.82353999163024,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
12.9646340876579,5.54333470761776,6.35132051887922,6.89879777142778,6.68086291640066,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14.0773075906397,9.96387549676001,6.70105031109415,7.99525298876688,6.60173815442249,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1
12.5438941813109,5.70665994775482,5.76104483800009,5.38173307199031,7.60059916065075,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
14.820102212203,5.08309346972965,7.84093192894943,9.14125149720348,8.82534277043305,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
15.0977792336331,9.09129502717406,6.25130236963741,8.01041782833636,9.7903019702062,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1
14.1272545472085,9.12511706817895,7.67728643957525,9.60787306423299,5.66274280427024,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
14.4988161463225,9.68911567470059,6.22130212839693,7.73585783783346,7.206670982996,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1
14.2973428446695,5.40059938328341,6.96863785153255,7.64586566248909,9.55475004506297,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1
14.0496455848589,7.04651516396552,8.35057769436389,8.09642881737091,9.28498881985433,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1
15.2371510886091,9.61011950741522,7.56150569533929,9.60428908350877,7.24481613491662,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1
11.8948192952085,7.53061907249503,5.05332617438398,5.92470669304021,8.48436309839599,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0
15.2687453147365,9.34978501871228,6.81519319536164,9.69623912824318,8.81490404484794,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
13.9371343459171,5.07839891593903,8.06333440355957,9.28723291493952,8.02705232403241,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1
14.6276237810468,9.34896520338953,8.71500636450946,8.28672458068468,9.31233946233988,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1
14.1682288397568,8.89793608919717,9.94610248599201,9.04853721847758,7.12724353652447,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1
13.9221669534052,9.97481969301589,6.60976778599434,9.34358888189308,5.85315731354058,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1
12.4126133903818,5.49386606202461,9.50749970390461,7.02650885563344,6.20316289365292,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
14.6394569936721,9.88844461156987,7.9422504757531,6.69283305178396,8.53133061900735,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0
13.9867324846155,6.13284500432201,8.27097499859519,9.74673500750214,6.94474510033615,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15.3337425780461,6.59989848267287,7.8504461585544,9.88046696293168,7.52087301691063,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
13.3435931744719,7.45082024834119,9.04543541022576,7.34881053329445,6.46558766486123,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
12.1367247053689,7.05683879437856,8.57314032735303,5.45110938604921,8.17206142586656,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
13.8580627040415,7.76998707675375,5.15829314477742,6.03810711530969,7.14350479538552,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
13.8738694974122,8.5805850988254,9.17710294364952,8.56760453549214,5.84319656831212,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0
12.3564349567987,8.30217497656122,6.19314783834852,5.72115190443583,7.48904172796756,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1
12.7909082873174,5.53065752843395,8.57119319261983,8.40225084102713,6.16045859642327,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
13.8733501153363,7.27437751134858,8.73653007205576,8.29584860242903,6.86630163458176,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
13.1941012983304,7.26876935223117,9.68333537457511,7.39532922860235,6.60912729566917,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1
14.4230233663548,6.99629695620388,8.80043456098065,7.93706039898098,9.88169116899371,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1
14.6583174883926,7.22010801313445,5.74462030781433,8.23998486041091,8.6798774311319,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1
