"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
38.4180444736256,24.7137615282554,21.3026084832381,22.2977811330929,22.463740115054,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1
38.4074536803577,21.4739472593646,22.9381214245223,20.6061946437694,24.7623720346019,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0
37.1650721640536,20.2680210152175,22.9143421212211,20.1598283811472,23.4515109565109,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0
38.2339662524097,20.3994068328757,22.8089969605207,22.1811193425674,24.6697560045868,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1
37.7105161408188,24.7121211094782,20.6484600703698,23.7156489572953,20.1857184222899,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1
38.238417178359,23.8872481498402,21.9780226959847,20.7405507494695,21.0116843529977,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0
38.2575880249216,23.9605184888933,24.6600575640332,21.0306253493764,24.7549027681816,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0
39.4481592455305,22.6939171098638,21.4119811647106,24.8877757065929,22.5182626780588,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1
39.0512927282998,21.752913078526,24.8105426784605,24.0556172432844,24.8860284732655,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0
39.3456350108504,21.0913389257621,23.8044041348621,24.3255341355689,21.9176663807593,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1
38.7607048105497,23.3551009593066,21.4721385086887,22.7000255358871,23.0950074421708,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
38.2429689634387,24.3431310553569,20.5274773901328,22.0837810111698,21.918225196423,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0
38.0935889233598,20.1695520768408,22.0865894074086,20.8606907259673,20.8145091496408,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1
37.7225827618047,23.1483031646349,21.208479431225,21.9101624912582,24.6582603338175,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0
37.545164684144,22.6834708591923,22.3100200551562,20.1266518863849,22.3682898597326,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1
38.510487553041,21.7143757943995,20.5391451169271,24.8008190235123,22.3941047675908,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1
39.0026785194727,23.2919216307346,24.8710003960878,22.0371678192168,24.2665225884411,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1
