"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
3868965.56972072,6.29098506411538,12.0518437630963,12.0338920636568,8.8884952403605,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0
1437320.53833686,7.94731308729388,6.20847056759521,6.69097424764186,8.24128748546354,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0
3546525.22149937,12.1622381045017,6.44136270601302,9.72298792679794,11.0121519868262,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1
3471381.56835169,9.36636177869514,10.7567166876979,11.3848977566231,7.29414719995111,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
1005970.15632161,10.5508452635258,7.27300134114921,9.8248800735455,12.9643436337356,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0
1470474.81269645,9.95763443992473,6.02316593565047,9.37769550876692,9.46733013517223,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1
3007660.95438914,8.05177553300746,7.90939915250055,10.9615408207756,8.39449420012534,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0
3771663.74274451,11.1877375931945,6.76414286950603,11.9539016836789,12.3085821624845,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0
1367136.10118571,11.9907619482838,11.406601336319,6.19230695394799,9.03921392420307,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0
5288398.34220209,9.88695474527776,8.32036569737829,11.4709430979565,11.7112912742887,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
3389307.77911953,11.245891566854,7.29285337170586,10.5966945288237,10.6175183248706,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1
808734.182380067,7.41732224356383,8.44707833649591,8.66590432985686,11.2076926410664,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0
