"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
2091208.35939685,10.1078857125249,11.2972611051518,9.94193084305152,8.17120783310384,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0
2078909.22610636,7.63312700414099,12.9282471605111,12.1920742499642,6.93678523297422,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0
2982844.69372642,12.4074286634568,10.3815280867275,10.9960540547036,7.82415443635546,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1
655953.786786186,8.62718926463276,12.9526859291364,6.88624821044505,7.57362110260874,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0
2202640.43897092,11.8251925772056,10.7457298359368,7.32506133406423,6.7919518891722,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1893945.5295127,10.3448939865921,8.5192436510697,12.5752349777613,12.8904212552588,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0
2686448.10745196,9.96632442669943,6.9424930405803,12.4176580572966,10.8248376322445,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0
1115745.85824699,11.5749348092359,11.388543063309,11.1588622462004,9.59919221559539,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0
850011.195631853,11.331525552785,12.7485493072309,7.76813873043284,8.97858164808713,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0
1152286.88939787,8.87428087019362,7.21555957850069,10.6218115088996,9.60702623031102,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
604749.386560587,7.29837571131065,12.2551482750569,6.73982476745732,7.30705788964406,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
1075084.81404359,12.5473688330967,6.70195865631104,7.81738238921389,6.23424248374067,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1
54355.9849631925,7.47887196671218,12.6201742312405,6.36869758600369,7.61040671844967,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0
3382929.59809986,9.06805186858401,7.66555343335494,8.62914118589833,10.8115602163598,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
1875601.3179878,9.28404598589987,12.5179534764029,7.56022971542552,11.9574360342231,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1
390464.871844725,7.68506527110003,8.28240346955135,8.03086441312917,11.022411123151,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0
2859737.66832516,7.8784604081884,6.89071610243991,9.83147549116984,6.05929344217293,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0
1162926.00589939,9.98377021378838,7.88196844374761,7.93462372478098,9.94084677356295,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
3649406.71491169,12.9309720848687,10.8354242097121,9.55260640778579,9.53433472523466,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0
2277088.28997966,6.18039106717333,10.0549482486676,8.82919567171484,7.702120347647,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1
1509548.21099644,7.05915844533592,6.39035928598605,9.08614289434627,11.3032616127748,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1
3400418.73714798,7.54896461847238,9.87220129114576,12.7733017809223,8.50365165248513,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
296466.131907357,12.3874142724089,11.5429540136829,7.26861028838903,9.10526138287969,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0
358248.515233568,12.8471500142477,7.36038919654675,7.350479290355,6.4834806593135,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1
2207093.85266687,7.92938088695519,8.97636202652939,11.390308061149,6.18435211293399,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
2517924.50017487,11.3875172792468,8.7522701122798,8.91160092339851,11.7771034089383,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1084522.61336167,10.7270847009495,7.50697451434098,8.27594307553954,10.1968774781562,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
48643.7472568213,7.25311975227669,11.0581324391533,6.21370262582786,7.6966446810402,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0
705473.116068811,9.16247044387273,11.9700602269731,10.2267722040415,12.6911876238883,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
1921592.78094989,10.0791332894005,8.80120451375842,8.88593942555599,6.75127325765789,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0
3012766.64021723,8.84477661852725,9.84315996221267,12.2431889798027,12.6798390625045,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0
1394538.11851395,10.3871856227051,8.0638274718076,11.2360511347651,12.3744172335137,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1897837.92299551,8.61605955800042,8.29702857253142,11.6413361479063,10.0963365992066,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
955482.558424545,8.60185985616408,6.22896429849789,6.89889746159315,7.64265125710517,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1
105603.57538367,12.4886845781002,11.0844315644354,6.96281481790356,9.55133681488223,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0
4209081.49774645,7.26288241613656,9.87813742435537,11.5315524621401,12.4066657326184,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0
636337.008506026,9.87579762027599,8.98679984919727,6.29731479752809,8.0554040314164,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1431023.93329224,6.18515809043311,11.8353182252031,7.16476025525481,8.89926911937073,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0
228413.46792773,8.499181865016,8.55220903060399,6.87111515621655,11.2629622358363,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1
1185395.89885101,11.2245715998579,12.4493392065633,9.15320087713189,7.57996164821088,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1835057.5635531,12.8937861099839,7.28560660523362,9.59914144850336,6.93013000930659,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
835634.879473539,8.30356242880225,12.7764667992014,8.73059562640265,7.40167776821181,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0
560166.876532417,7.33868968160823,9.07334170374088,6.64263163344003,6.03437877912074,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1
1081230.96342938,11.1746351704933,11.3314274232835,8.15561138023622,10.5585436222609,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1
2817044.2573452,9.92997912806459,11.1064805539791,11.2288168722298,9.06399088585749,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1
3335075.0464566,11.010185819352,10.9214318713639,12.3345660506748,7.14685797668062,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0
1198309.57034537,12.6805480171461,6.49773450032808,10.9552456182428,12.7392299610656,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0
340276.997854058,12.8420669748448,6.59143611369655,6.19772891816683,12.9526166929863,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0
1256999.83911689,6.00285662477836,11.7896686056629,7.42451608506963,8.68511139554903,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0
761233.736790827,7.42472271784209,9.59740331815556,7.77019736054353,12.0693151317537,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1
1642928.97764645,12.3765191286802,11.753906052094,9.30101854656823,7.48300060466863,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1
707271.684370021,11.6989110973664,12.269452377921,9.84132705652155,10.5870932671241,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0
1207477.23328047,6.70278801838867,9.1701074775774,8.16072030435316,8.2896552591119,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0
1386518.54597806,6.5434384252876,10.6651959405281,7.91353201167658,8.27925523510203,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0
1561080.49234095,7.38266502204351,6.70778419845738,11.8590250571724,11.4201661976986,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0
2913268.62108012,7.73217585636303,6.80524755897932,11.2889832674991,10.3398426161148,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1
941467.477678996,7.18349003954791,9.51407916401513,7.33154139341787,10.4962377711199,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1
1559142.94011585,7.03096123971045,9.77382791228592,12.8114456010517,7.04299848736264,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0
320570.132139799,12.9489717171527,11.1977340001613,8.05073079746217,7.49082840979099,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0
2042150.71029187,9.24292185110971,6.15043372870423,8.31402726564556,11.3485084660351,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0
820877.656969847,9.25241102720611,10.0352916361298,7.68203289853409,9.12700611213222,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0
2021200.12182475,7.18775206641294,10.6972226772923,7.21827189461328,9.14091267064214,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1
2198032.99855846,8.56768897129223,11.9898413426708,11.9151118246373,6.71310405968688,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0
3245265.72562064,9.80883571831509,7.72420032159425,12.6714187057223,8.20381535263732,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
