"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
935.852606321199,21.4543669344857,24.6831427409779,23.0155841086525,21.9752107292879,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1
868.270342014955,24.6613490663003,21.1821461876389,20.6793999380898,23.1567888474092,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1
918.084714417786,23.8457347720396,22.9979932110291,24.5551048812922,20.848590277601,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0
929.841634090197,23.2224556838628,24.0773948666174,21.8558358622249,20.9864524868317,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1
897.288007367198,22.2852244426031,22.3288116801996,22.5885641830973,21.9120768713765,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1
893.761163642198,20.4465050529689,20.6252855691127,24.3057000357658,23.8248674350325,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1
956.665180252473,22.1619568672031,24.628188656643,20.806617597118,24.2166111397091,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1
954.720300155364,22.724810577929,20.7450377219357,21.038324664114,24.6885565912817,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1
893.019182460838,20.6911217304878,22.5507385202218,22.7465003402904,20.2850328374188,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1
931.741663794215,24.6390612609684,22.3745832045097,22.4492315226234,23.065877208719,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0
957.710477097424,20.0065086071845,24.5738579612225,24.8104302457068,23.8709161488805,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0
922.419090733186,21.3222943176515,24.579284224892,21.7375585285481,21.6115389298648,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1
917.686533087785,21.3826612348203,24.4134992198087,20.7308924268,22.8272374428343,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1
938.697300013145,22.6055352087133,23.6671041836962,24.6574618795421,22.3302357271314,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1
867.239832932634,21.1184446176048,20.4829678835813,21.231072753435,20.0746467162389,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
882.654622222461,22.0396237552632,21.2171393143944,24.249139004387,20.3683611669112,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
941.388068642819,23.0743787472602,21.184267073404,22.5514387013391,24.1299128369428,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
933.901695596829,21.0748688015155,23.1791979342233,24.3132635334041,23.986725298455,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1
