"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
194301.8275244,11.3156263809651,14.5228085154667,9.61339040659368,7.30246358318254,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0
64106.2945879911,11.4091330720112,10.5847925576381,6.07133813668042,6.0579257295467,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
127279.665277274,13.9477040059865,14.5835910714231,11.2494972301647,9.35463600093499,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1
105496.784678045,6.39840472955257,7.01731744455174,8.7390368944034,13.1357788527384,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1
142200.732583743,11.2430327362381,8.58803956769407,5.86989285657182,12.6947227376513,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
130588.250442299,10.9367535146885,14.7212814050727,6.94654007442296,13.0085262330249,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1
103710.312530402,8.54864948894829,7.52850803080946,13.4930398734286,8.65084198536351,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
72682.0387183976,7.52362750703469,10.1248333766125,13.7614798150025,6.51211057556793,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
91629.0715074621,10.9917446807958,8.95907301455736,8.52755059720948,6.75563026685268,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
102759.136749619,6.9689156068489,11.3551770476624,6.30946883233264,14.1459334804676,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
135892.516384088,7.16614298522472,12.6973472093232,11.1722880019806,10.8868219144642,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
110450.835921799,10.5580754415132,11.7292768717743,12.6768516050652,5.40175918024033,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
102588.800254499,11.6483333706856,10.5846417765133,5.96391413128003,7.37334341742098,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
97459.6254290943,13.3278508181684,7.57963143056259,7.08116473862901,11.226640525274,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
105022.625438956,11.8598177144304,9.05908479820937,11.3774840976112,5.70248172851279,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
132889.51043635,9.15277699008584,14.1193886310793,9.83216017717496,8.4550913516432,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
92119.6669417403,9.19471670407802,9.5665496843867,10.3577362652868,11.21763932053,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0
92275.4323798149,5.59540567919612,5.99416787270457,14.0325088123791,9.42626331467181,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
137388.251815024,14.2369224713184,10.8875867421739,13.6923099309206,5.62571740010753,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1
108768.482709671,9.15126147447154,7.40143394097686,11.4064764906652,11.2481645634398,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
116364.38801145,13.7223070743494,11.4597788499668,8.41667403001338,7.85731814103201,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
87594.2670808613,10.8460117201321,9.6703909127973,6.62809468107298,8.14680500421673,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
127050.656081759,6.22308941092342,7.46196105610579,14.8770527658053,11.6294631664641,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
96198.1091699616,7.39190802909434,6.20381641201675,13.273232888896,11.1975881503895,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
111600.756077911,14.4666710402817,8.03451988147572,13.7432191264816,11.3096715230495,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
84244.8699788059,8.92524313181639,9.65832617133856,10.9975693258457,8.13915155827999,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1
92881.4666966468,7.68277948955074,5.2291800850071,14.7846719436347,6.3457469525747,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
106504.737056954,8.42825710773468,10.8965911227278,14.7274789889343,7.83894307911396,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
121322.400964416,10.202531570103,13.9066581381485,9.13603788707405,8.45903774723411,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1
98406.9758029716,7.00789172435179,11.2502815830521,11.2221868592314,11.9723090808839,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
82541.8940467714,8.76155165722594,9.40195250324905,8.03550465963781,6.16977646481246,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
148668.483507306,14.7276902850717,6.65353088872507,11.948057138361,14.0940444171429,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
104701.147601736,7.92861795518547,12.1149514825083,10.864373347722,12.0846618525684,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0
112390.694617067,9.09861884778365,10.7365147443488,7.99861343111843,11.6908804001287,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1
73855.5225139657,7.73166283965111,12.3440115596168,6.33807184407488,10.2884625969455,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
87633.8716991902,7.4842374632135,6.89454195322469,8.00137714482844,5.48995937220752,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0
126420.113484139,6.4516397123225,8.13529933337122,13.2672065845691,9.48780963197351,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0
73756.7420327804,8.88955591013655,5.74487385572866,7.55421730689704,13.122218681965,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1
126890.918017734,8.35360273253173,12.6097700046375,10.1231474499218,6.75620039692149,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0
93956.032747025,6.47414839128032,10.2550234785303,11.272301513236,8.74024623073637,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82279.6706255878,12.6525695691817,14.0781684266403,6.57912093214691,7.02866244362667,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
81752.1083064212,5.07119602756575,7.75390900205821,11.2360128643923,7.10820827633142,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
148121.983649467,10.4272659355775,13.9302932005376,14.2654800997116,10.6333273346536,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
126154.558353501,14.6979866176844,6.75060341600329,10.4797561536543,14.1084016370587,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
119291.429610656,9.18076785281301,8.60138997202739,13.6785487644374,11.5242683119141,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
75251.608728962,7.9144480987452,14.2137319012545,8.08555747615173,5.03020258853212,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
150139.128184198,9.12123077083379,9.89689758978784,12.7462674560957,10.6346839061007,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
161446.23595238,12.8848244785331,7.1231442457065,14.7239879984409,10.918419493828,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84080.8663147193,11.0726662818342,11.0394768137485,7.37137424992397,12.698898492381,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0
64276.3235951053,5.11546962196007,9.31184152839705,10.7104436983354,10.4926384356804,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
