"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
36.6716028438252,23.5859327286016,21.7136970337015,24.738177448744,22.0369107380975,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1
36.7547032089612,22.7743291435763,24.478408487048,23.6422445392236,20.4824822838418,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1
37.0132333095172,22.6114515622612,24.933613272151,20.0016964180395,23.8524604565464,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0
37.6511109094009,21.1592750262935,22.8262714506127,23.6823385499883,24.3412208813243,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0
36.4623636426765,21.9800936325919,23.4787603770383,21.5594858990517,21.6388501983602,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1
37.7613589736612,24.8640793224331,23.2874007592909,23.2880736072548,23.0218730121851,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1
37.2813736592381,21.3658538646996,20.9636238031089,23.4328792791348,23.6790629604366,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0
37.6969523974603,24.7699159279,24.2841676261742,23.6768997134641,24.2906073131599,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1
37.0913138124515,24.7171748243272,24.1531825414859,20.5832341290079,23.9772739377804,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1
37.6429233128085,21.5242028096691,23.5580371203832,24.2058805411216,21.9978538027499,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0
37.5703357653046,23.0826874205377,24.482741036918,24.7959577478468,23.1227480084635,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
36.2651365742766,21.8423344031908,23.591276583029,21.0757430829108,24.040522321593,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1
37.7727261100556,23.8436461123638,22.3303637944628,24.7068297083024,24.3628343357705,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1
37.5382078686986,23.94066780922,22.1795269823633,23.5180490731727,23.2692868635058,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1
37.5394798921184,23.3237182721496,24.8191653762478,23.6889012600295,22.6771780767012,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0
37.9404327307259,24.6283792529721,22.9905374068767,24.8833962134086,23.8271615689155,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1
